sample_id,doc_id,sentence,institution,title,sector_raw,actor_type,url,amr_penman
s079,40,"Besides, counterfactual explanations constitute a particularly interesting case of post -modelling explanatory method insofar as they can contribute to assessing that the appropriate data management principle described in this document has been followed, both in terms of regulatory compliance (specifically with respect to GDPR) and in terms of ethics and fairness.",Autorité de contrôle prudentiel et de résolution (ACPR - France),Governance of Artificial Intelligence in Finance,civil society > state-dependant,societe civile,https://acpr.banque-france.fr/sites/default/files/medias/documents/20200612_ai_governance_finance.pdf,"# ::id s079
# ::doc_id 40
# ::snt Besides, counterfactual explanations constitute a particularly interesting case of post -modelling explanatory method insofar as they can contribute to assessing that the appropriate data management principle described in this document has been followed, both in terms of regulatory compliance (specifically with respect to GDPR) and in terms of ethics and fairness.
(c / constitute-01
   :ARG0 (e / explain-01
            :mod (c2 / counterfactual))
   :ARG1 (c3 / case-04
             :ARG1 (m / method
                      :ARG0-of (e2 / explain-01)
                      :time (a / after
                               :op1 (m2 / model-01)))
             :ARG0-of (ii / interest-01
                          :mod (p / particular)
                          :ARG1-of (c4 / cause-01
                                       :ARG0 (p2 / possible-01
                                                 :ARG1 (c5 / contribute-01
                                                           :ARG0 m
                                                           :ARG2 (a2 / assess-01
                                                                     :ARG1 (f / follow-02
                                                                              :ARG1 (p3 / principle
                                                                                        :topic (m3 / manage-01
                                                                                                   :ARG1 (d / data))
                                                                                        :ARG1-of (a3 / appropriate-02)
                                                                                        :ARG1-of (d2 / describe-01
                                                                                                     :ARG0 (d3 / document
                                                                                                               :mod (t / this))))
                                                                              :topic (a4 / and
                                                                                         :op1 (c6 / comply-01
                                                                                                  :ARG1 (r / regulate-01)
                                                                                                  :ARG1-of (s / specific-02
                                                                                                              :ARG2 (l / law
                                                                                                                       :name (n / name
                                                                                                                                :op1 ""GDPR""))))
                                                                                         :op2 (a5 / and
                                                                                                  :op1 (e3 / ethics)
                                                                                                  :op2 (f2 / fairness))))))))))
   :mod (b / besides))"
s080,208,"These principles are highly open to interpretation, meaning that new approaches to fairness may need to be considered, particularly given the rapidly-changing nature of these technologies.180Closely related to the concept of fairness is that of rights .",Future Advocacy,"Ethical, social, and political challenges of Artificial Intelligence in Health",civil society > other,societe civile,https://cms.wellcome.org/sites/default/files/ai-in-health-ethical-social-political-challenges.pdf,"# ::id s080
# ::doc_id 208
# ::snt These principles are highly open to interpretation, meaning that new approaches to fairness may need to be considered, particularly given the rapidly-changing nature of these technologies.180Closely related to the concept of fairness is that of rights .
(m / multi-sentence
   :snt1 (o / open-08
            :ARG1 (p / principle
                     :mod (t / this))
            :ARG2 (ii / interpret-01
                      :ARG1 p)
            :degree (h / high-02)
            :ARG1-of (m2 / mean-01
                         :ARG2 (p2 / possible-01
                                   :ARG1 (o2 / obligate-01
                                             :ARG2 (c / consider-02
                                                      :ARG1 (a / approach-02
                                                               :ARG1 (f / fairness)
                                                               :ARG1-of (n / new-01)))
                                             :ARG1-of (c2 / cause-01
                                                          :ARG0 (n2 / nature
                                                                    :ARG1-of (c3 / change-01
                                                                                 :manner (r / rapid))
                                                                    :mod (t2 / technology
                                                                             :mod (t3 / this)))
                                                          :mod (p3 / particular))))))
   :snt2 (r2 / relate-01
             :li 180
             :ARG1 (c4 / concept
                       :mod (f2 / fairness))
             :ARG2 (r3 / right-05)
             :ARG1-of (c5 / close-10)))"
s081,168,"When building a model, a fairness criterion can be achieved through three algorithmic interventi ons (Table 3).",European Parliament,Auditing the quality of datasets used in algorithmic decision-making systems,international organisation > EU institution,organisation internationale,https://www.europarl.europa.eu/RegData/etudes/STUD/2022/729541/EPRS_STU(2022)729541_EN.pdf,"# ::id s081
# ::doc_id 168
# ::snt When building a model, a fairness criterion can be achieved through three algorithmic interventi ons (Table 3).
(p / possible-01
   :ARG1 (a / achieve-01
            :ARG1 (c / criterion
                     :topic (f / fair-01))
            :manner (ii / intervene-01
                        :quant 3
                        :ARG0 (a2 / algorithm)))
   :time (b / build-01
            :ARG1 (m / model))
   :ARG1-of (d / describe-01
               :ARG0 (t / table
                        :mod 3)))"
s082,351,"It also involves furnishing the decision subject and other interested parties with an explanation of the ethical permissibility , the fairness, and the safety of the use of the AI system.",The Alan Turing Institute,Understanding Artificial Intelligence and Safety - A guide for the responsible design and implementation of AI systems in the public sector,"national authority, academia",autorite nationale,https://www.turing.ac.uk/sites/default/files/2019-06/understanding_artificial_intelligence_ethics_and_safety.pdf,"# ::id s082
# ::doc_id 351
# ::snt It also involves furnishing the decision subject and other interested parties with an explanation of the ethical permissibility , the fairness, and the safety of the use of the AI system.
(ii / involve-01
    :ARG1 (f / furnish-01
             :ARG1 (a / and
                      :op1 (s / subject
                              :topic (d / decide-01))
                      :op2 (p / party
                              :ARG1-of (ii2 / interest-01)
                              :mod (o / other)))
             :ARG2 (e / explain-01
                      :ARG1 (a2 / and
                                :op1 (p2 / permit-01
                                         :ARG1 (u / use-01
                                                  :ARG1 (s2 / system
                                                            :mod (ii3 / intelligent-01
                                                                      :mod (a3 / artificial))))
                                         :mod (e2 / ethics))
                                :op2 (f2 / fair-01
                                         :ARG1 u)
                                :op3 (s3 / safe-01
                                         :ARG0 u))))
    :ARG2 (ii4 / it)
    :mod (a4 / also))"
s083,183,"The Union and its Member States shall encourage research projects intended to provide solutions, based on artificial intelligence, robotics and related technologies, that seek to promote social inclusion, democracy, plurality, solidarity, fairness, equality and cooperation.",European Parliament,"Report with recommendations to the Commission on a framework of ethical aspects of artificial intelligence, robotics and related technologies",international organisation > EU institution,organisation internationale,https://www.europarl.europa.eu/doceo/document/A-9-2020-0186_EN.pdf,"# ::id s083
# ::doc_id 183
# ::snt The Union and its Member States shall encourage research projects intended to provide solutions, based on artificial intelligence, robotics and related technologies, that seek to promote social inclusion, democracy, plurality, solidarity, fairness, equality and cooperation.
(r / recommend-01
   :ARG1 (e / encourage-01
            :ARG0 (a / and
                     :op1 (o / organization
                             :name (n / name
                                      :op1 ""Union""))
                     :op2 (s / state
                             :ARG0-of (h / have-org-role-91
                                         :ARG1 o
                                         :ARG2 (m / member))))
            :ARG1 (p / project
                     :mod (r2 / research)
                     :ARG0-of (p2 / provide-01
                                  :ARG1 (s2 / solution
                                            :ARG1-of (b / base-02
                                                        :ARG2 (a2 / and
                                                                  :op1 (ii / intelligent-01
                                                                           :mod (a3 / artificial))
                                                                  :op2 (r3 / robot)
                                                                  :op3 (t / technology
                                                                          :ARG1-of (r4 / relate-01))))
                                            :ARG0-of (s3 / seek-01
                                                         :ARG1 (p3 / promote-02
                                                                   :ARG0 s2
                                                                   :ARG1 (a4 / and
                                                                             :op1 (ii2 / include-01
                                                                                       :ARG2 (s4 / society))
                                                                             :op2 (d / democracy)
                                                                             :op3 (p4 / plurality)
                                                                             :op4 (s5 / solidarity)
                                                                             :op5 (f / fairness)
                                                                             :op6 (e2 / equal-01)
                                                                             :op7 (c / cooperate-01))))
                                            :ARG1-of (ii3 / intend-01))))))"
s084,38,"The Automated Decisions Task Force will examine automated systems through the lens of equity, fairness and accountability, and is set to release a report in December 2019 that will recommen d procedures for reviewing and assessing algorithmic tools used by the city [2].",Australian Government - Department of Industry Innovation and Science,Artificial Intelligence. Australia's Ethics Framework. A discussion paper,national authority,autorite nationale,https://www.csiro.au/-/media/D61/Reports/Artificial-Intelligence-ethics-framework.pdf,"# ::id s084
# ::doc_id 38
# ::snt The Automated Decisions Task Force will examine automated systems through the lens of equity, fairness and accountability, and is set to release a report in December 2019 that will recommen d procedures for reviewing and assessing algorithmic tools used by the city [2].
(a / and
   :op1 (e / examine-01
           :ARG0 (o / organization
                    :name (n / name
                             :op1 ""Automated""
                             :op2 ""Decisions""
                             :op3 ""Task""
                             :op4 ""Force""))
           :ARG1 (s / system
                    :ARG1-of (a2 / automate-01))
           :manner (l / lens
                      :mod (a3 / and
                               :op1 (e2 / equity)
                               :op2 (f / fairness)
                               :op3 (a4 / accountable-02))))
   :op2 (s2 / set-08
            :ARG1 o
            :ARG2 (r / release-01
                     :ARG0 o
                     :ARG1 (r2 / report
                               :ARG0-of (r3 / recommen-00
                                            :ARG1 (p / procedure
                                                     :topic (a5 / and
                                                                :op1 (r4 / review-01
                                                                         :ARG1 (t / tool
                                                                                  :mod (a6 / algorithm)
                                                                                  :ARG1-of (u / use-01
                                                                                              :ARG0 (c / city))))
                                                                :op2 (a7 / assess-01
                                                                         :ARG1 t)))))
                     :time (d / date-entity
                              :month 12
                              :year 2019)))
   :ARG1-of (d2 / describe-01
                :ARG0 (p2 / publication
                          :ARG1-of (c2 / cite-01
                                       :ARG2 2))))"
s085,168,"As some decisions can be deemed fair from the perspective of a group but not of an individual (Dwork et al., 2012), two main notions of fairness can be defined: • Group fairness : groups defined by sensitive attributes receive similar predicted outcomes.",European Parliament,Auditing the quality of datasets used in algorithmic decision-making systems,international organisation > EU institution,organisation internationale,https://www.europarl.europa.eu/RegData/etudes/STUD/2022/729541/EPRS_STU(2022)729541_EN.pdf,"# ::id s085
# ::doc_id 168
# ::snt As some decisions can be deemed fair from the perspective of a group but not of an individual (Dwork et al., 2012), two main notions of fairness can be defined: • Group fairness : groups defined by sensitive attributes receive similar predicted outcomes.
(c / cause-01
   :ARG0 (p / possible-01
            :ARG1 (d / deem-01
                     :ARG1 (f / fair-01
                              :ARG1 (t / thing
                                       :ARG1-of (d2 / decide-01)
                                       :mod (s / some)))
                     :manner (c2 / contrast-01
                                 :ARG1 (p2 / perspective
                                           :poss (g / group))
                                 :ARG2 (p3 / perspective
                                           :poss (ii / individual
                                                     :polarity -))))
            :ARG1-of (d3 / describe-01
                         :ARG0 (p4 / publication-91
                                   :ARG0 (a / and
                                            :op1 (p5 / person
                                                     :name (n / name
                                                              :op1 ""Dwork""))
                                            :op2 (p6 / person
                                                     :mod (o / other)))
                                   :time (d4 / date-entity
                                             :year 2012))))
   :ARG1 (p7 / possible-01
             :ARG1 (d5 / define-01
                       :ARG1 (n2 / notion
                                 :quant 2
                                 :mod (m / main)
                                 :topic (f2 / fair-01)
                                 :ARG1-of (m2 / mean-01
                                              :ARG2 (f3 / fair-01
                                                        :ARG1 (g2 / group)
                                                        :ARG1-of (d6 / define-01
                                                                     :ARG2 (a2 / attribute
                                                                               :ARG0-of (s2 / sensitive-03)))
                                                        :ARG1-of m2
                                                        :ARG2 (r / receive-01
                                                                 :ARG0 g2
                                                                 :ARG1 (o2 / outcome
                                                                           :ARG1-of (p8 / predict-01)
                                                                           :ARG1-of (r2 / resemble-01)))))))))"
s086,160,"While recognising that fairness is an immensely complex concept with different, sometimes competing, definitions it is nevertheless seen as a fundamental component underpinning responsible systems and it is suggested that algorithmic processes should seek to minimise their potential to be unfair and maximise their potential to be fair.",European Parliament,A governance framework for algorithmic accountability and transparency,international organisation > EU institution,organisation internationale,http://www.europarl.europa.eu/RegData/etudes/STUD/2019/624262/EPRS_STU(2019)624262_EN.pdf,"# ::id s086
# ::doc_id 160
# ::snt While recognising that fairness is an immensely complex concept with different, sometimes competing, definitions it is nevertheless seen as a fundamental component underpinning responsible systems and it is suggested that algorithmic processes should seek to minimise their potential to be unfair and maximise their potential to be fair.
(c / contrast-01
   :ARG1 (r / recognize-01
            :ARG1 (c2 / concept
                      :domain (f / fair-01)
                      :mod (c3 / complex
                               :degree (ii / immense))
                      :ARG0-of (h / have-03
                                  :ARG1 (d / define-01
                                           :ARG1-of (d2 / differ-02)
                                           :ARG0-of (c4 / compete-01
                                                        :frequency (s / sometimes))))))
   :ARG2 (a / and
            :op1 (s2 / see-01
                     :ARG1 f
                     :ARG2 (c5 / component
                               :mod (f2 / fundamental)
                               :ARG0-of (u / underpin-01
                                           :ARG1 (s3 / system
                                                     :ARG0-of (r2 / responsible-01))))
                     :mod (n / nevertheless))
            :op2 (s4 / suggest-01
                     :ARG1 (r3 / recommend-01
                               :ARG1 (s5 / seek-01
                                         :ARG0 (p / process-02
                                                  :mod (a2 / algorithm))
                                         :ARG1 (a3 / and
                                                   :op1 (m / minimize-01
                                                           :ARG0 p
                                                           :ARG1 (p2 / potential
                                                                     :mod (f3 / fair-01
                                                                              :polarity -
                                                                              :ARG0 p)))
                                                   :op2 (m2 / maximize-01
                                                            :ARG0 p
                                                            :ARG1 (p3 / potential
                                                                      :mod (f4 / fair-01
                                                                               :ARG0 p)))))))))"
s087,154,"Europe is at the global forefront of considering AI’s ethical implications ,247 aiming to ensure transparency , diversity, non -discrimination and fairness , and societal and environmental well- being.","European Commission, European Investment Bank","Artificial intelligence, blockchain and the future of Europe: How disruptive technologies create opportunities for a green and digital economy",international organisation > EU institution,organisation internationale,https://www.eib.org/attachments/thematic/artificial_intelligence_blockchain_and_the_future_of_europe_report_en.pdf,"# ::id s087
# ::doc_id 154
# ::snt Europe is at the global forefront of considering AI’s ethical implications ,247 aiming to ensure transparency , diversity, non -discrimination and fairness , and societal and environmental well- being.
(a / and
   :li 247
   :op1 (b / be-located-at-91
           :ARG1 (c / continent
                    :name (n / name
                             :op1 ""Europe""))
           :ARG2 (f / forefront
                    :mod (g / globe)
                    :topic (c2 / consider-02
                               :ARG1 (ii / implicate-01
                                         :ARG0 (ii2 / intelligent-01
                                                    :mod (a2 / artificial))
                                         :mod (e / ethics)))))
   :op2 (a3 / aim-01
            :ARG0 c
            :ARG1 (e2 / ensure-01
                      :ARG0 c
                      :ARG1 (a4 / and
                                :op1 (t / transparency)
                                :op2 (d / diversity)
                                :op3 (d2 / discriminate-02
                                         :polarity -)
                                :op4 (f2 / fairness)
                                :op5 (w / well-09
                                        :ARG1 (a5 / and
                                                  :op1 (s / society)
                                                  :op2 (e3 / environment)))))))"
s088,38,"Sometimes that will mean putting fairness ahead of profit.” Weapons of Math Destruction, Cathy O’Neil Humans are faced with tens of thousands of decisions each day.",Australian Government - Department of Industry Innovation and Science,Artificial Intelligence. Australia's Ethics Framework. A discussion paper,national authority,autorite nationale,https://www.csiro.au/-/media/D61/Reports/Artificial-Intelligence-ethics-framework.pdf,"# ::id s088
# ::doc_id 38
# ::snt Sometimes that will mean putting fairness ahead of profit.” Weapons of Math Destruction, Cathy O’Neil Humans are faced with tens of thousands of decisions each day.
(m / multi-sentence
   :snt1 (m2 / mean-01
             :ARG1 (t / that)
             :ARG2 (p / put-01
                      :ARG1 (f / fairness)
                      :ARG2 (a / ahead
                               :op1 (p2 / profit-01)))
             :frequency (s / sometimes))
   :snt2 (s2 / say-01
             :ARG0 (p3 / person
                       :name (n / name
                                :op1 ""Cathy""
                                :op2 ""O'Neil""))
             :ARG1 (w / weapon
                      :ARG2-of (d / destroy-01
                                  :manner (m3 / mathematics))))
   :snt3 (f2 / face-01
             :ARG0 (h / human)
             :ARG1 (d2 / decide-01
                       :quant (m4 / multiple
                                  :op1 10000)
                       :frequency (t2 / temporal-quantity
                                      :quant 1
                                      :unit (d3 / day)))))"
s089,160,They conclude that a way forward is to consider trade -offs that can be made between notions of fairness.,European Parliament,A governance framework for algorithmic accountability and transparency,international organisation > EU institution,organisation internationale,http://www.europarl.europa.eu/RegData/etudes/STUD/2019/624262/EPRS_STU(2019)624262_EN.pdf,"# ::id s089
# ::doc_id 160
# ::snt They conclude that a way forward is to consider trade -offs that can be made between notions of fairness.
(c / conclude-01
   :ARG0 (t / they)
   :ARG1 (w / way
            :direction (f / forward)
            :domain (c2 / consider-02
                        :ARG1 (t2 / tradeoff-01
                                  :ARG2 (n / notion
                                           :topic (f2 / fair-01))
                                  :ARG1-of (p / possible-01)))))"
s090,168,"However, it seems pretty clear that, whatever definition we adhere to, to achieve fairness in an AI -based system we need to understand how the system can be biased, and where and how bias is generated.",European Parliament,Auditing the quality of datasets used in algorithmic decision-making systems,international organisation > EU institution,organisation internationale,https://www.europarl.europa.eu/RegData/etudes/STUD/2022/729541/EPRS_STU(2022)729541_EN.pdf,"# ::id s090
# ::doc_id 168
# ::snt However, it seems pretty clear that, whatever definition we adhere to, to achieve fairness in an AI -based system we need to understand how the system can be biased, and where and how bias is generated.
(c / contrast-01
   :ARG2 (s / seem-01
            :ARG1 (c2 / clear-06
                      :ARG1 (n / need-01
                               :ARG0 (w / we)
                               :ARG1 (u / understand-01
                                        :ARG0 w
                                        :ARG1 (a / and
                                                 :op1 (t / thing
                                                         :manner-of (p / possible-01
                                                                       :ARG1 (b / bias-01
                                                                                :ARG1 (s2 / system))))
                                                 :op2 a
                                                 :op1 (t2 / thing
                                                          :location-of (b2 / bias-01))
                                                 :op2 (t3 / thing
                                                          :manner-of (g / generate-01
                                                                        :ARG1 b2))))
                               :purpose (a2 / achieve-01
                                            :ARG0 w
                                            :ARG1 (f / fair-01
                                                     :location (s3 / system
                                                                   :ARG1-of (b3 / base-02
                                                                                :ARG2 (ii / intelligent-01
                                                                                          :mod (a3 / artificial))))))
                               :condition (a4 / adhere-02
                                              :ARG0 w
                                              :ARG1 (t4 / thing
                                                        :ARG2-of (d / define-01)
                                                        :mod (w2 / whatever))))
                      :degree (p2 / pretty))))"
s091,320,"They can be classified as follows: Lack of respect for the rule of law: Current industry initiatives around AI are narrowly focused on the development of technical standards, ethical frameworks, and concepts such as fairness, transparency, and accountability.",Privacy International & Article 19,Privacy and Freedom of Expression In the Age of Artificial Intelligence,civil society > NGO,societe civile,https://www.article19.org/wp-content/uploads/2018/04/Privacy-and-Freedom-of-Expression-In-the-Age-of-Artificial-Intelligence-1.pdf,"# ::id s091
# ::doc_id 320
# ::snt They can be classified as follows: Lack of respect for the rule of law: Current industry initiatives around AI are narrowly focused on the development of technical standards, ethical frameworks, and concepts such as fairness, transparency, and accountability.
(m / multi-sentence
   :snt1 (p / possible-01
            :ARG1 (c / classify-01
                     :ARG1 (t / they)
                     :ARG2 (f / follow-04
                              :ARG2 (l / lack-01
                                       :ARG1 (r / respect-01
                                                :ARG1 (r2 / rule-03
                                                          :ARG1 (l2 / law)))))))
   :snt2 (f2 / focus-01
             :ARG1 (ii / initiate-01
                       :ARG0 (ii2 / industry)
                       :time (c2 / current)
                       :topic (ii3 / intelligent-01
                                   :mod (a / artificial)))
             :ARG2 (d / develop-02
                      :ARG1 (a2 / and
                                :op1 (s / standard
                                        :mod (t2 / technical))
                                :op2 (f3 / framework
                                         :mod (e / ethics))
                                :op3 (c3 / concept
                                         :example (a3 / and
                                                      :op1 (f4 / fairness)
                                                      :op2 (t3 / transparency)
                                                      :op3 (a4 / accountable-02)))))
             :ARG1-of (n / narrow-02)))"
s092,21,"The four cardinal virtues are prudence, fairness, moderation, and courage..",AI Recht,Artificial intelligence impact assessment,civil society > other,societe civile,https://airecht.nl/s/Artificial-Intelligence-Impact-Assessment-English.pdf,"# ::id s092
# ::doc_id 21
# ::snt The four cardinal virtues are prudence, fairness, moderation, and courage..
(v / virtue
   :quant 4
   :mod (c / cardinal)
   :domain (a / and
              :op1 (p / prudence)
              :op2 (f / fairness)
              :op3 (m / moderate-01)
              :op4 (c2 / courage)))"
s093,435,"The principles of transparency, fairness, and accountability can inform much of the FTC’s case-by-case enforcement work that implicates algorithmic decision-making.",Yale Law School,Algorithms and Economic Justice: A Taxonomy of Harms and a Path Forward for the Federal Trade Commission,academia,academique,https://yjolt.org/sites/default/files/23_yale_j.l._tech._special_issue_1.pdf,"# ::id s093
# ::doc_id 435
# ::snt The principles of transparency, fairness, and accountability can inform much of the FTC’s case-by-case enforcement work that implicates algorithmic decision-making.
(p / possible-01
   :ARG1 (ii / inform-01
             :ARG0 (p2 / principle
                       :example (a / and
                                   :op1 (t / transparency)
                                   :op2 (f / fairness)
                                   :op3 (a2 / accountable-02)))
             :ARG1 (w / work-01
                      :ARG0 (g / government-organization
                               :name (n / name
                                        :op1 ""FTC""))
                      :ARG1 (e / enforce-01
                               :manner (c / case-by-case))
                      :ARG0-of (ii2 / implicate-01
                                    :ARG1 (m / make-01
                                             :ARG1 (d / decide-01
                                                      :manner (a3 / algorithm))))
                      :mod (m2 / much))))"
s094,71,He used aspects of Game Theory and notions of fairness and justice to develop these concepts about ODR.,Council of Europe (CDCJ),Technical study on online dispute resolution mechanisms,international organisation > IGO,organisation internationale,https://rm.coe.int/cdcj-2018-5e-technical-study-odr/1680913249,"# ::id s094
# ::doc_id 71
# ::snt He used aspects of Game Theory and notions of fairness and justice to develop these concepts about ODR.
(u / use-01
   :ARG0 (h / he)
   :ARG1 (a / and
            :op1 (a2 / aspect
                     :part-of (t / theory
                                 :mod (g / game)))
            :op2 (n / notion
                    :op1 (f / fairness)
                    :op2 (j / justice))
            :topic-of n)
   :ARG2 (d / develop-02
            :ARG0 h
            :ARG1 (c / concept
                     :topic (b / book
                               :name (n2 / name
                                         :op1 ""ODR""))
                     :mod (t2 / this))))"
s095,176,"Acknowledges that although transparency and explainability may reveal deficiencies, they do not guarantee reliability, security and fairness; considers accountability, therefore, to be integral to achieving trustworthy artificial intelligence, which can be attained via different means, such as AIAs, auditing and certification; 171.",European Parliament,European industrial policy on artificial intelligence and robotics,international organisation > EU institution,organisation internationale,http://www.europarl.europa.eu/doceo/document/TA-8-2019-0081_EN.pdf,"# ::id s095
# ::doc_id 176
# ::snt Acknowledges that although transparency and explainability may reveal deficiencies, they do not guarantee reliability, security and fairness; considers accountability, therefore, to be integral to achieving trustworthy artificial intelligence, which can be attained via different means, such as AIAs, auditing and certification; 171.
(a / and
   :li 171
   :op1 (a2 / acknowledge-01
            :ARG1 (g / guarantee-01
                     :polarity -
                     :ARG0 (a3 / and
                               :op1 (t / transparency)
                               :op2 (e / explain-01))
                     :ARG1 (a4 / and
                               :op1 (r / reliability)
                               :op2 (s / security)
                               :op3 (f / fairness))
                     :concession (p / possible-01
                                    :ARG1 (r2 / reveal-01
                                              :ARG0 a3
                                              :ARG1 (d / deficiency)))))
   :op2 (c / consider-01
           :ARG1 (ii / integral
                     :domain (a5 / accountable-02)
                     :purpose (a6 / achieve-01
                                  :ARG1 (ii2 / intelligent-01
                                             :mod (a7 / artificial)
                                             :mod (t2 / trustworthy)
                                             :ARG1-of (a8 / attain-01
                                                          :ARG1-of (p2 / possible-01)
                                                          :manner (m / means
                                                                     :ARG1-of (d2 / differ-02)
                                                                     :example (a9 / and
                                                                                  :op1 (ii3 / intelligent-01
                                                                                            :mod a7)
                                                                                  :op2 (a10 / audit-01)
                                                                                  :op3 (c2 / certify-01)))))))
           :ARG1-of (c3 / cause-01
                        :ARG0 g)))"
s096,94,"Besides these, the group discussed and explored the role of AI on young people’s access to rights (including, in particular, social rights), as well as the sustain ability and fairness of social security systems .",Council of Europe (Youth Department),Artificial Intelligence and its Impact on Young People,international organisation > IGO,organisation internationale,https://rm.coe.int/ai-report-bil-final/16809f9a88,"# ::id s096
# ::doc_id 94
# ::snt Besides these, the group discussed and explored the role of AI on young people’s access to rights (including, in particular, social rights), as well as the sustain ability and fairness of social security systems .
(a / and
   :op1 (d / discuss-01
           :ARG0 (g / group)
           :ARG1 (r / role
                    :poss (ii / intelligent-01
                              :mod (a2 / artificial))
                    :domain (a3 / access-01
                                :ARG0 (p / person
                                         :mod (y / young))
                                :ARG1 (r2 / right-05
                                          :ARG2-of (ii2 / include-01
                                                        :ARG1 (r3 / right-05
                                                                  :mod (s / social)
                                                                  :mod (p2 / particular)))))))
   :op2 (e / explore-01
           :ARG0 g
           :ARG1 (a4 / and
                     :op1 (c / capable-01
                             :ARG1 (s2 / system
                                       :mod (p3 / program
                                                :name (n / name
                                                         :op1 ""Social""
                                                         :op2 ""Security""))))
                     :op2 (f / fair-01
                             :ARG1 s2)
                     :ARG0-of (s3 / sustain-01)))
   :ARG1-of (a5 / add-02
                :ARG2 (t / this)))"
s097,136,"Additionally, fairness implies that AI practitioners should respect the principle of proportionality between means and ends, and consider carefully how to Fairness is closel y linked to the rights to Non -discrimination, Solidarity and Justice (reflected in Articles 21 and following).",European Commission (AI HLEG),Ethics Guidelines for Trustworthy AI,international organisation > EU institution,organisation internationale,https://www.aepd.es/sites/default/files/2019-12/ai-ethics-guidelines.pdf,"# ::id s097
# ::doc_id 136
# ::snt Additionally, fairness implies that AI practitioners should respect the principle of proportionality between means and ends, and consider carefully how to Fairness is closel y linked to the rights to Non -discrimination, Solidarity and Justice (reflected in Articles 21 and following).
(ii / imply-01
    :ARG0 (f / fairness)
    :ARG1 (r / recommend-01
             :ARG1 (a / and
                      :op1 (r2 / respect-01
                               :ARG0 (p / person
                                        :ARG0-of (p2 / practice-01
                                                     :ARG1 (ii2 / intelligent-01
                                                                :mod (a2 / artificial))))
                               :ARG1 (p3 / principle
                                         :topic (p4 / proportion-01
                                                    :ARG1 (a3 / and
                                                              :op1 (m / means)
                                                              :op2 (e / end)))))
                      :op2 (c / consider-02
                              :ARG0 p
                              :ARG1 (t / thing
                                       :manner-of (l / link-01
                                                     :ARG1 (f2 / fairness)
                                                     :ARG2 (r3 / right-05
                                                               :ARG2 (a4 / and
                                                                         :op1 (d / discriminate-02
                                                                                 :polarity -)
                                                                         :op2 (s / solidarity)
                                                                         :op3 (j / justice))
                                                               :ARG1-of (r4 / reflect-01
                                                                            :ARG2 (a5 / and
                                                                                      :op1 (a6 / article
                                                                                               :mod 21)
                                                                                      :op2 (a7 / article
                                                                                               :ARG1-of (f3 / follow-01
                                                                                                            :ARG2 a6)))))))
                              :manner (c2 / careful))))
    :mod (a8 / additional))"
s098,135,"Assessment List for Trustworthy AI (ALTAI) 19 REQUIREMENT #6 Societal and Environmental Well- being In line with the principles of fairness and prevention of harm, the broader society, other sentient beings and the environment should be considered as stakeholders throughout the AI system's life cycle.",European Commission (AI HLEG),Policy and investment recommendations for trustworthy Artificial Intelligence,international organisation > EU institution,organisation internationale,https://ec.europa.eu/newsroom/dae/document.cfm?doc_id=68342,"# ::id s098
# ::doc_id 135
# ::snt Assessment List for Trustworthy AI (ALTAI) 19 REQUIREMENT #6 Societal and Environmental Well- being In line with the principles of fairness and prevention of harm, the broader society, other sentient beings and the environment should be considered as stakeholders throughout the AI system's life cycle.
(m / multi-sentence
   :snt2 (r / recommend-01
            :ARG1 (c / consider-02
                     :ARG1 (s / stake-01
                              :ARG1 (a / and
                                       :op1 (s2 / society
                                                :ARG1-of (h / have-degree-91
                                                            :ARG2 (b / broad-02
                                                                     :ARG1 s2)
                                                            :ARG3 (m2 / more)))
                                       :op2 (b2 / being
                                                :mod (s3 / sentient)
                                                :mod (o / other))
                                       :op3 (e / environment)))
                     :ARG2 (p / principle
                              :topic (a2 / and
                                         :op1 (f / fairness)
                                         :op2 (p2 / prevent-01
                                                  :ARG1 (h2 / harm-01))))
                     :duration (c2 / cycle
                                   :mod (l / life)
                                   :poss (s4 / system
                                             :mod (ii / intelligent-01
                                                      :mod (a3 / artificial))))))
   :snt1 (t / thing
            :mod 19
            :ARG2-of (r2 / require-01)
            :ARG1-of (d / describe-01
                        :ARG0 (p3 / publication
                                  :name (n / name
                                           :op1 ""Assessment""
                                           :op2 ""List""
                                           :op3 ""for""
                                           :op4 ""Trustworthy""
                                           :op5 ""AI""))))
   :snt2 (a4 / and
             :op1 (w / well-09
                     :mod (s5 / society))
             :op2 (w2 / well-09
                      :mod (e2 / environment))))"
